TIMESTAMP,SW_IN_IU_1_1_1,SW_OUT_IU_1_1_1,LW_IN_IU_1_1_1,LW_OUT_IU_1_1_1,LW_T_BODY _IU_1_1_1,SW_IN_IU_1_1_2,SW_T_BODY_IU_1_1_1,SW_IN_IU_1_1_1,SW_OUT_IU_1_1_1,LW_IN_IU_1_1_1,LW_OUT_IU_1_1_1,LW_T_BODY _IU_1_1_1,SW_IN_IU_1_1_2,SW_T_BODY_IU_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1
Icostimestamps,CNR4SWin_15m_raw,CNR4SWout_15m_raw,CNR4LWin_15m_raw,CNR4LWout_15m_raw,CNR4PT100R_15m_raw,CMP22SW_15m_raw,CMP22PT1OOR_15m_raw,CNR4SWin_15m,CNR4SWout_15m,CNR4LWin_15m_corr,CNR4LWout_15m_corr,CNR4temp,CMP22SW,CMP22temp,PQS1PARi_tot,PQS1PARr_tot
